"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"false","false","Yes","1","true","1","false","1","type_C","false","false","false","50","3392","false","false","type_B","1","false","1","316.6","C","0.1","full_match","1","1","1","false","false","0","false","not_valid","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","316.6","2017-05-25T17:19:06.822","0"
"no_data","false","Yes","1","true","1","false","2","type_A","false","false","true","82","2787","false","false","type_A","1","true","2","1600.0","D","0.36","full_match","1","1","1","true","false","2","false","false","true","true","false","4","false","false","not_valid","false","false","true","not_valid","false","true","false","2","1040.0","true","false","false","0.63","true","false","0","false","true","1040.0","type_B","false","false","2","0","0","true","false","not_valid","2","2640.0","2017-05-24T17:33:42.216","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","50","3434","false","false","type_A","1","false","2","65.0","C","1.39","full_match","1","1","1","false","false","1","false","false","true","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","1","65.0","true","false","false","1.0","not_valid","true","0","true","true","65.0","type_B","false","false","1","0","0","true","true","not_valid","1","130.0","2017-05-25T00:12:09.333","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","1","false","false","type_A","1","true","1","277.5","A","0.39","full_match","1","1","1","false","false","0","false","false","false","true","false","17","false","true","not_valid","false","false","true","not_valid","true","true","false","0","0.0","false","false","false","1.0","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","277.5","2017-05-31T17:10:13.321","0"
"true","false","Yes","2","true","1","false","2","type_A","true","true","true","488","43","false","false","type_A","2","true","1","280.5","D","0.66","full_match","1","1","1","true","false","12","false","not_valid","false","true","false","0","true","true","not_valid","true","false","true","not_valid","false","false","false","11","3438.15","true","false","true","1.0","not_valid","false","1","false","true","3438.15","type_A","true","true","8","0","0","false","false","not_valid","1","3718.65","2017-05-24T16:36:54.8","0"
"false","false","Yes","1","true","1","false","3","type_A","true","true","true","210","399","false","false","type_A","1","true","1","250.0","D","0.44","full_match","1","1","1","true","false","6","false","not_valid","false","true","false","8","true","false","not_valid","false","false","true","not_valid","true","true","false","6","6000.0","true","true","true","1.0","not_valid","true","1","true","true","6000.0","type_A","true","true","6","0","0","true","true","not_valid","1","6250.0","2017-05-26T10:28:07.564","0"
"false","false","Yes","1","true","1","false","1","type_A","true","true","true","177","603","false","false","type_A","1","true","1","1000.0","B","0.41","full_match","1","1","1","false","true","6","true","not_valid","false","true","false","0","true","true","not_valid","false","false","true","not_valid","false","false","false","6","5750.0","true","true","true","1.0","not_valid","false","1","true","true","5750.0","type_A","true","true","6","0","0","false","true","not_valid","0","6750.0","2017-05-28T15:04:15.50","0"
"false","false","Yes","1","true","1","false","2","type_C","false","false","true","79","2988","false","false","type_A","1","false","1","145.5","C","0.42","partial_match","1","2","1","false","false","1","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","63.2","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","1","0","1","false","true","not_valid","2","208.7","2017-05-30T04:31:47.293","0"
"false","false","No","1","false","1","false","1","type_A","true","true","true","92","2039","false","false","type_A","1","true","2","1627.5","A","1.18","partial_match","1","1","1","false","true","1","true","false","true","true","false","7","true","false","not_valid","false","false","true","not_valid","false","true","false","1","1344.0","true","false","true","1.0","not_valid","true","1","true","true","1344.0","type_A","false","false","1","0","0","true","true","not_valid","0","2971.5","2017-04-18T13:40:15.177","0"
"true","false","No","1","false","1","false","1","type_A","false","false","false","92","2034","false","false","type_A","1","true","2","1344.0","A","0.85","full_match","1","1","1","false","false","0","false","false","true","true","false","7","false","false","not_valid","false","false","true","not_valid","false","true","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","1344.0","2017-04-13T07:44:38.191","0"
"true","false","Yes","1","true","2","false","1","type_A","true","true","true","79","2994","false","false","type_B","2","true","1","244.2","A","0.13","full_match","1","1","2","false","true","24","true","false","true","true","false","1","true","true","not_valid","true","false","true","not_valid","false","true","true","23","2608.5","true","false","true","0.27","not_valid","false","23","true","false","2608.5","type_A","false","false","6","0","0","true","true","not_valid","0","2852.7000000000003","2017-04-23T07:25:53.873","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","true","78","3093","false","false","type_A","1","false","2","101.85","B","0.15","full_match","1","2","1","false","false","6","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","6","614.25","true","false","false","1.0","not_valid","false","0","true","true","614.25","type_B","false","false","4","0","0","false","true","not_valid","1","716.1","2017-04-12T13:36:47.256","0"
"false","false","Yes","1","true","1","false","1","type_B","false","false","true","90","2147","false","false","type_A","1","true","1","150.0","D","0.24","full_match","1","1","1","true","false","1","false","not_valid","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","1","1050.0","true","true","false","1.0","not_valid","false","0","true","true","1050.0","type_B","true","true","1","0","0","true","true","full_match","1","1200.0","2017-04-02T07:44:15.921","0"
"no_data","false","Yes","1","true","1","false","1","type_C","false","false","false","54","4963","false","false","type_A","1","false","1","1000.0","B","0.2","full_match","1","1","1","false","false","0","false","not_valid","false","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","0.77","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","1000.0","2017-04-04T05:57:59.304","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","500","25","false","false","type_A","1","true","2","122.1","D","0.16","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","false","false","0","true","false","0.0","type_C","false","false","0","0","0","false","true","not_valid","1","122.10000000000001","2017-04-04T06:22:12.778","0"
"false","false","Yes","1","true","1","false","1","type_A","false","false","true","275","316","false","false","type_A","1","true","2","210.0","C","0.1","full_match","1","1","1","false","false","1","false","false","false","true","false","2","false","false","not_valid","false","false","true","not_valid","true","false","false","1","210.0","true","false","false","1.0","not_valid","false","0","true","true","210.0","type_B","false","false","1","0","0","true","true","not_valid","1","420.0","2017-04-25T17:11:09.754","0"
